"","Montagnard","Travailler","Habiter","Altitude"
"4761","Oui","1","Oui",2445
"4762","Oui","2","Oui",2445
"4763","Oui","2","Oui",2445
"4764","Oui","2","Oui",2445
"4766","Oui","1","Oui",2445
"4769","Non","2","Oui",740
"4771","Oui","0","Non",740
"4772","Oui","0","Oui",740
"4773","Oui","1","Oui",740
"4775","Oui","0","Oui",740
"4776","Oui","2","Oui",740
"4777","Non","2","Oui",740
"4779","Oui","0","Oui",970
"4780","Non","0","Non",970
"4781","Oui","0","Oui",970
"4782","Oui","0","Oui",970
"4783","Oui","2","Oui",970
"4784","Non","0","Oui",970
"4785","Oui","2","Oui",970
"4786","Oui","2","Oui",970
"4787","Oui","1","Oui",970
"4788","Oui","2","Oui",970
"4789","Oui","0","Oui",970
"4790","Oui","2","Oui",1379
"4791","Oui","2","Oui",1379
"4792","Oui","2","Oui",1379
"4795","Oui","2","Oui",1173
"4796","Oui","2","Oui",1173
"4798","Oui","1","Oui",1173
"4799","Oui","2","Oui",1173
"4800","Oui","2","Oui",1173
"4801","Oui","0","Oui",1173
"4802","Oui","0","Oui",1173
"4803","Oui","2","Oui",1173
"4805","Oui","2","Oui",1173
"4806","Oui","1","Oui",1173
"4807","Oui","2","Oui",1173
"4808","Oui","2","Oui",1173
"4809","Oui","0","Oui",1173
"4810","Oui","2","Oui",1173
"4811","Oui","2","Oui",1173
"4812","Oui","2","Oui",1173
"4814","Oui","1","Oui",1173
"4815","Oui","2","Oui",1173
"4816","Oui","0","Oui",1173
"4820","Oui","0","Oui",1521
"4821","Oui","1","Oui",1521
"4822","Oui","2","Oui",1521
"4823","Oui","2","Oui",1521
"4824","Oui","2","Oui",1521
"4825","Oui","1","Non",1521
"4826","Oui","2","Oui",1521
"4827","Oui","2","Oui",1521
"4828","Oui","0","Oui",1521
"4829","Oui","2","Oui",1521
"4830","Oui","2","Oui",1521
"4831","Oui","2","Oui",1521
"4832","Oui","2","Oui",1521
"4833","Oui","1","Oui",1521
"4834","Oui","1","Oui",1521
"4836","Oui","0","Non",824
"4837","Oui","0","Oui",1343
"4838","Oui","2","Oui",1343
"4839","Oui","0","Oui",1343
"4840","Oui","2","Oui",1343
"4841","Oui","1","Oui",1343
"4842","Oui","2","Oui",1343
"4843","Oui","2","Oui",1343
"4844","Oui","2","Oui",1343
"4845","Oui","0","Oui",1343
"4847","Oui","0","Oui",946
"4848","Oui","1","Oui",946
"4849","Oui","1","Oui",946
"4851","Oui","1","Oui",946
"4852","Oui","2","Oui",515
"4853","Oui","0","Non",515
"4854","Oui","2","Oui",515
"4855","Oui","0","Non",515
"4856","Oui","1","Oui",515
"4857","Oui","2","Oui",515
"4858","Non","2","Oui",515
"4859","Oui","2","Oui",515
"4860","Oui","0","Oui",515
"4861","Oui","0","Oui",515
"4862","Oui","0","Oui",515
"4863","Oui","2","Oui",515
"4864","Oui","2","Oui",515
"4866","Oui","0","Non",416
"4867","Non","1","Oui",416
"4869","Oui","2","Oui",416
"4871","Oui","0","Non",562
"4872","Oui","0","Non",562
"4874","Oui","1","Non",562
"4875","Oui","2","Oui",776
"4876","Oui","2","Oui",776
"4877","Non","0","Oui",776
"4878","Oui","0","Oui",776
"4879","Oui","0","Oui",1152
"4881","Oui","0","Oui",1152
"4882","Non","2","Oui",1152
"4883","Oui","0","Non",1152
"4884","Oui","0","Oui",1152
"4885","Oui","0","Oui",1152
"4886","Oui","0","Oui",1152
"4888","Oui","0","Non",583
"4889","Non","0","Non",583
"4890","Oui","0","Oui",583
"4891","Oui","2","Oui",583
"4892","Oui","0","Oui",583
"4895","Oui","0","Non",583
"4896","Oui","0","Non",583
"4899","Oui","2","Oui",2044
"4901","Non","1","Oui",2044
"4903","Oui","2","Oui",1285
"4904","Oui","0","Oui",1285
"4905","Oui","2","Oui",1285
"4906","Oui","2","Oui",1285
"4907","Oui","2","Oui",1285
"4908","Oui","2","Oui",1285
"4909","Oui","2","Oui",1285
"4910","Oui","0","Oui",1285
"4912","Oui","2","Oui",1285
"4914","Oui","0","Oui",1285
"4915","Oui","0","Oui",1285
"4916","Oui","2","Oui",1285
"4917","Oui","2","Oui",1285
"4918","Oui","2","Oui",1285
"4919","Oui","2","Oui",1285
"4920","Oui","0","Oui",1285
"4921","Oui","2","Oui",1285
"4922","Oui","0","Oui",1285
"4923","Oui","1","Oui",1285
"4925","Oui","2","Oui",1285
"4927","Oui","2","Oui",1285
"4928","Oui","2","Oui",1285
"4930","Oui","2","Oui",1285
"4931","Oui","2","Oui",1285
"4932","Oui","2","Oui",1285
"4933","Oui","2","Oui",1285
"4934","Oui","2","Oui",1285
"4935","Oui","2","Oui",1285
"4936","Oui","0","Oui",838
"4937","Oui","1","Oui",838
"4939","Oui","1","Oui",838
"4940","Oui","0","Non",838
"4941","Oui","0","Oui",838
"4942","Oui","2","Oui",838
"4943","Non","0","Oui",838
"4946","Oui","0","Non",838
"4947","Oui","0","Oui",838
"4948","Non","1","Oui",838
"4949","Oui","2","Oui",838
"4950","Oui","0","Oui",838
"4951","Oui","0","Non",838
"4953","Oui","0","Oui",665
"4954","Oui","0","Non",665
"4955","Oui","0","Non",437
"4956","Non","0","Non",437
"4957","Oui","2","Oui",1175
"4958","Oui","2","Oui",1175
"4960","Oui","2","Oui",1175
"4962","Oui","1","Non",532
"4963","Oui","2","Oui",532
"4964","Oui","1","Oui",532
"4967","Oui","2","Oui",573
"4968","Oui","2","Oui",573
"4969","Oui","2","Oui",573
"4970","Non","0","Oui",573
"4971","Oui","2","Oui",573
"4972","Oui","0","Non",573
"4973","Oui","0","Non",573
"4974","Oui","0","Oui",573
"4976","Oui","2","Non",573
"4977","Non","0","Non",573
"4978","Oui","2","Oui",573
"4979","Oui","0","Oui",573
"4980","Oui","0","Oui",573
"4981","Oui","0","Non",573
"4983","Non","2","Non",573
"4984","Non","0","Non",573
"4985","Oui","2","Oui",573
"4986","Non","0","Oui",573
"4988","Oui","0","Non",573
"4989","Oui","0","Non",573
"4990","Oui","2","Oui",573
"4991","Oui","0","Non",573
"4992","Oui","0","Oui",573
"4993","Oui","0","Oui",573
"4994","Oui","0","Non",573
"4995","Oui","2","Oui",788
"4996","Oui","0","Oui",468
"4997","Oui","0","Oui",468
"4998","Oui","2","Oui",468
"4999","Oui","2","Non",468
"5001","Oui","2","Non",468
"5002","Oui","0","Oui",468
"5003","Oui","0","Non",468
"5004","Oui","0","Oui",468
"5005","Oui","0","Oui",468
"5006","Oui","0","Oui",468
"5007","Oui","0","Non",468
"5008","Non","0","Non",468
"5010","Oui","2","Oui",695
"5011","Oui","0","Oui",695
"5022","Non","0","Non",33
"5023","Oui","0","Non",36
"5024","Oui","0","Non",36
"5025","Oui","0","Non",35
"5027","Oui","0","Non",33
"5028","Oui","0","Non",42
"5030","Oui","0","Non",42
"5031","Non","0","Non",42
"5032","Oui","0","Non",42
"5033","Non","0","Non",40
"5036","Non","0","Non",44
"5037","Oui","0","Non",44
"5038","Oui","0","Non",44
"5039","Oui","0","Non",44
"5040","Non","0","Non",44
"5042","Non","0","Non",44
"5043","Oui","0","Non",44
"5044","Oui","0","Non",44
"5046","Non","0","Non",44
"5047","Non","0","Non",45
"5048","Oui","0","Non",45
"5049","Oui","0","Non",45
"5051","Oui","0","Non",45
"5052","Oui","0","Non",45
"5053","Oui","0","Non",43
"5054","Oui","0","Non",43
"5055","Oui","0","Non",43
"5056","Oui","0","Non",43
"5058","Non","0","Non",43
"5059","Oui","1","Non",43
"5060","Oui","0","Non",43
"5061","Non","0","Non",49
"5062","Oui","0","Non",49
"5063","Oui","0","Non",49
"5064","Oui","0","Non",49
"5065","Oui","0","Non",49
"5066","Oui","0","Non",49
"5067","Non","0","Non",49
"5069","Non","0","Non",49
"5070","Non","0","Non",49
"5072","Non","0","Non",46
"5073","Oui","0","Non",46
"5074","Oui","0","Non",46
"5075","Oui","0","Non",46
"5076","Oui","0","Non",46
"5077","Non","0","Non",46
"5078","Non","0","Non",46
"5079","Non","0","Non",46
"5080","Oui","0","Non",46
"5081","Oui","0","Non",46
"5083","Oui","0","Non",63
"5085","Non","0","Non",63
"5086","Non","0","Non",63
"5087","Oui","0","Non",63
"5089","Oui","0","Non",63
"5091","Oui","0","Non",40
"5092","Oui","0","Non",40
"5093","Oui","0","Non",40
"5094","Non","0","Non",40
"5095","Non","0","Non",40
"5096","Non","0","Non",40
"5097","Oui","0","Non",40
"5098","Oui","0","Non",40
"5099","Non","0","Non",40
"5100","Oui","0","Non",43
"5101","Oui","0","Non",43
"5102","Non","0","Non",43
"5103","Oui","1","Non",43
"5104","Oui","0","Non",43
"5105","Oui","0","Non",43
"5106","Non","0","Non",40
"5107","Oui","0","Non",40
"5108","Oui","0","Non",40
"5109","Non","0","Non",40
"5110","Oui","0","Non",40
"5111","Oui","0","Non",40
"5112","Non","0","Non",40
"5113","Oui","0","Non",40
"5114","Non","0","Non",40
"5115","Oui","0","Non",40
"5116","Oui","1","Non",40
"5117","Oui","0","Non",40
"5118","Non","0","Non",40
"5119","Oui","0","Non",40
"5120","Oui","0","Non",40
"5122","Oui","0","Non",57
"5123","Oui","0","Non",57
"5124","Non","0","Non",57
"5125","Oui","0","Non",57
"5126","Oui","0","Non",57
"5127","Oui","0","Non",57
"5128","Oui","0","Non",57
"5130","Oui","0","Non",57
"5131","Non","0","Non",57
"5132","Oui","0","Non",57
"5133","Oui","0","Non",57
"5134","Oui","0","Non",57
"5135","Oui","0","Non",57
"5137","Oui","0","Non",57
"5138","Non","0","Non",63
"5139","Oui","0","Non",63
"5140","Oui","0","Non",63
"5141","Oui","0","Non",63
"5142","Oui","0","Non",63
"5144","Oui","0","Non",63
"5149","Non","0","Non",63
"5150","Oui","0","Non",63
"5151","Oui","0","Non",80
"5152","Non","0","Non",80
"5153","Non","0","Non",80
"5155","Oui","0","Non",80
"5156","Oui","0","Non",80
"5157","Oui","0","Non",80
"5158","Oui","0","Non",80
"5159","Non","0","Non",80
"5160","Non","0","Non",80
"5161","Oui","0","Non",80
"5164","Non","0","Non",36
"5166","Non","0","Non",26
"5167","Oui","0","Non",15
"5168","Oui","0","Non",42
"5171","Oui","0","Non",97
"5172","Oui","0","Non",36
"5173","Oui","0","Non",117
"5174","Oui","0","Non",147
"5175","Oui","0","Non",71
"5176","Oui","0","Non",114
"5177","Oui","0","Non",131
"5178","Oui","0","Non",95
"5179","Oui","0","Non",195
"5180","Non","0","Non",166
"5181","Oui","0","Non",166
"5182","Oui","0","Non",84
"5184","Non","0","Non",63
"5185","Non","0","Non",63
"5186","Oui","0","Non",63
"5187","Oui","0","Non",58
"5188","Oui","0","Non",90
"5189","Non","0","Non",94
"5190","Non","0","Non",66
"5191","Oui","0","Non",99
"5193","Oui","0","Non",80
"5194","Oui","0","Non",69
"5195","Non","0","Non",69
"5196","Oui","0","Non",108
"5197","Oui","0","Non",69
"5198","Oui","0","Non",69
"5199","Oui","0","Non",71
"5200","Oui","0","Non",42
"5201","Oui","0","Non",42
"5202","Oui","0","Non",81
"5203","Non","0","Non",92
"5204","Oui","1","Non",92
"5205","Oui","0","Non",71
"5206","Non","0","Non",71
"5207","Non","0","Non",71
"5208","Oui","0","Non",110
"5209","Oui","0","Non",66
"5210","Oui","0","Non",116
"5211","Non","0","Non",116
"5212","Non","0","Non",81
"5213","Oui","0","Non",121
"5214","Oui","0","Non",80
"5215","Non","0","Non",74
"5218","Oui","0","Non",136
"5219","Oui","0","Non",136
"5220","Oui","0","Non",136
"5221","Oui","0","Non",136
"5222","Non","0","Non",136
"5223","Non","0","Non",157
"5224","Oui","0","Non",164
"5225","Oui","0","Non",164
"5226","Oui","0","Non",164
"5227","Oui","0","Non",163
"5228","Oui","0","Non",146
"5229","Non","0","Non",163
"5230","Non","0","Non",163
"5231","Non","0","Non",166
"5233","Oui","0","Non",130
"5234","Oui","0","Non",130
"5235","Non","0","Non",130
"5236","Oui","0","Non",37
"5237","Oui","0","Non",156
"5238","Non","0","Non",156
"5241","Oui","0","Non",167
"5242","Non","0","Non",167
"5244","Oui","0","Non",110
"5245","Oui","0","Non",121
"5246","Non","0","Non",32
"5247","Non","0","Non",66
"5248","Oui","0","Non",106
"5249","Non","0","Non",34
"5250","Oui","0","Non",134
"5251","Oui","0","Non",134
"5252","Non","0","Non",134
"5253","Non","0","Non",68
"5254","Non","0","Non",68
"5255","Oui","0","Non",44
"5256","Oui","0","Non",38
"5258","Oui","0","Non",33
"5261","Non","0","Non",118
"5263","Oui","0","Non",47
"5264","Oui","0","Non",47
"5265","Oui","0","Non",47
"5266","Oui","0","Non",47
"5267","Oui","0","Non",29
"5268","Oui","0","Non",113
"5269","Oui","0","Non",59
"5270","Non","0","Non",92
"5271","Oui","0","Non",96
"5272","Oui","1","Non",219
"5273","Oui","0","Non",219
"5274","Oui","0","Non",219
"5275","Oui","0","Non",219
"5276","Oui","0","Non",675
"5277","Oui","1","Oui",952
"5278","Oui","0","Non",175
"5279","Oui","0","Non",171
"5280","Oui","0","Non",171
"5281","Oui","0","Non",169
"5282","Oui","0","Non",113
"5283","Non","0","Non",113
"5286","Oui","0","Non",126
"5287","Oui","0","Non",126
"5288","Oui","0","Oui",126
"5291","Oui","0","Non",126
"5292","Oui","0","Non",126
"5294","Oui","0","Non",126
"5295","Oui","0","Non",126
"5296","Oui","0","Non",94
"5297","Oui","0","Non",329
"5299","Oui","0","Non",60
"5300","Oui","0","Non",60
"5301","Oui","0","Non",60
"5302","Oui","0","Non",327
"5304","Oui","0","Non",302
"5305","Non","0","Non",126
"5306","Oui","1","Non",60
"5307","Oui","0","Non",62
"5308","Oui","0","Non",281
"5309","Oui","1","Non",193
"5312","Non","0","Non",60
"5313","Oui","0","Non",60
"5314","Oui","0","Non",60
"5315","Oui","0","Non",60
"5316","Oui","0","Non",60
"5317","Oui","2","Oui",240
"5318","Oui","0","Non",240
"5319","Oui","0","Non",240
"5320","Oui","0","Non",362
"5321","Non","0","Non",362
"5322","Oui","0","Non",362
"5323","Oui","0","Non",42
"5325","Oui","0","Non",45
"5326","Oui","0","Non",45
"5327","Oui","0","Non",189
"5329","Oui","0","Non",126
"5330","Oui","0","Non",420
"5331","Oui","0","Non",420
"5332","Non","0","Non",257
"5333","Oui","2","Non",110
"5334","Oui","0","Non",548
"5335","Non","0","Non",407
"5336","Oui","0","Non",407
"5337","Oui","0","Non",180
"5338","Oui","0","Non",361
"5339","Oui","0","Non",404
"5341","Oui","0","Non",25
"5342","Oui","0","Non",25
"5343","Oui","0","Non",25
"5344","Oui","0","Non",25
"5345","Oui","1","Non",25
"5346","Non","0","Non",25
"5348","Oui","0","Non",248
"5349","Oui","0","Non",237
"5350","Oui","0","Non",210
"5351","Oui","1","Non",42
"5352","Oui","0","Non",105
"5353","Oui","0","Non",82
"5354","Non","0","Non",312
"5355","Oui","0","Non",312
"5356","Oui","0","Non",327
"5357","Oui","0","Non",53
"5358","Oui","0","Non",53
"5359","Oui","0","Non",53
"5360","Oui","0","Non",108
"5361","Oui","0","Non",281
"5362","Oui","2","Oui",899
"5363","Oui","0","Non",311
"5364","Oui","0","Non",311
"5366","Oui","0","Non",824
"5367","Oui","0","Non",183
"5368","Non","0","Non",280
"5371","Oui","0","Non",583
"5372","Oui","0","Non",81
"5373","Oui","0","Non",81
"5375","Oui","0","Non",203
"5377","Oui","0","Non",75
"5378","Oui","2","Oui",75
"5379","Oui","0","Non",75
"5380","Oui","0","Non",77
"5381","Non","0","Non",27
"5382","Oui","0","Non",42
"5383","Oui","0","Non",61
"5384","Oui","0","Non",29
"5385","Oui","0","Non",29
"5386","Oui","0","Non",41
"5387","Non","0","Non",182
"5388","Oui","0","Non",111
"5389","Non","0","Non",111
"5390","Oui","0","Non",111
"5394","Non","1","Non",313
"5395","Non","0","Non",295
"5397","Oui","1","Oui",401
"5399","Oui","1","Non",401
"5400","Oui","0","Oui",441
"5402","Oui","0","Oui",587
"5403","Oui","1","Non",587
"5404","Oui","2","Oui",587
"5405","Oui","2","Oui",628
"5406","Oui","1","Oui",628
"5409","Oui","0","Non",555
"5410","Oui","2","Oui",555
"5411","Oui","0","Non",555
"5412","Non","2","Oui",555
"5413","Oui","0","Non",555
"5414","Oui","0","Non",411
"5415","Oui","0","Oui",821
"5416","Oui","2","Oui",821
"5417","Oui","2","Oui",821
"5418","Oui","2","Oui",821
"5419","Oui","2","Oui",821
"5420","Oui","2","Oui",584
"5421","Oui","1","Oui",689
"5424","Oui","2","Oui",651
"5426","Oui","0","Non",147
"5427","Oui","0","Non",83
"5428","Oui","0","Non",83
"5429","Non","0","Non",167
"5431","Oui","0","Non",118
"5432","Oui","0","Non",265
"5433","Non","0","Non",196
"5435","Non","0","Non",133
"5437","Oui","0","Non",412
"5438","Non","0","Non",412
"5439","Oui","0","Non",412
"5440","Oui","0","Non",412
"5441","Non","0","Non",356
"5442","Oui","2","Oui",517
"5443","Oui","0","Non",392
"5444","Oui","0","Non",392
"5449","Non","0","Non",71
"5450","Oui","0","Non",71
"5451","Oui","0","Non",118
"5452","Oui","0","Non",118
"5453","Oui","0","Non",118
"5454","Oui","0","Non",118
"5455","Oui","0","Non",118
"5456","Oui","0","Non",118
"5457","Oui","0","Non",118
"5459","Oui","0","Non",60
"5460","Oui","0","Non",123
"5461","Non","0","Non",123
"5462","Oui","0","Non",61
"5464","Oui","0","Non",75
"5465","Oui","0","Non",70
"5466","Oui","0","Non",60
"5467","Oui","0","Non",87
"5468","Oui","0","Non",81
"5469","Oui","0","Non",81
"5471","Oui","0","Non",63
"5472","Oui","0","Non",121
"5473","Oui","0","Non",113
"5474","Non","0","Non",113
"5475","Oui","0","Non",113
"5476","Oui","0","Non",138
"5477","Oui","0","Non",98
"5478","Non","0","Non",98
"5479","Non","0","Non",162
"5480","Oui","0","Non",96
"5482","Oui","0","Non",117
"5483","Oui","0","Non",74
"5484","Oui","0","Non",86
"5485","Oui","0","Non",134
"5486","Oui","0","Non",134
"5487","Oui","0","Non",127
"5489","Oui","0","Non",70
"5490","Oui","0","Non",70
"5491","Oui","0","Non",70
"5492","Oui","1","Non",85
"5496","Non","0","Non",43
"5497","Non","0","Non",43
"5498","Oui","0","Non",33
"5499","Non","0","Non",33
"5500","Non","0","Non",33
"5502","Oui","0","Non",33
"5503","Non","0","Non",33
"5504","Oui","0","Non",75
"5505","Oui","0","Non",75
"5507","Oui","0","Non",46
"5508","Oui","0","Non",46
"5509","Non","0","Non",46
"5510","Oui","0","Non",46
"5511","Oui","0","Non",138
"5513","Non","0","Non",138
"5514","Oui","0","Non",72
"5515","Oui","0","Non",72
"5516","Oui","0","Non",72
"5517","Non","1","Oui",66
"5518","Oui","0","Non",66
"5519","Oui","0","Non",66
"5520","Non","0","Non",66
"5521","Non","0","Non",61
"5522","Non","0","Non",136
"5523","Oui","0","Non",32
"5525","Oui","0","Non",86
"5526","Non","0","Non",73
"5527","Oui","0","Non",36
"5528","Oui","0","Non",36
"5529","Oui","0","Non",30
"5531","Oui","0","Non",30
"5533","Oui","0","Non",101
"5535","Oui","0","Non",78
"5536","Oui","0","Non",78
"5537","Oui","0","Oui",78
"5538","Non","0","Non",55
"5539","Non","0","Non",55
"5540","Oui","0","Non",116
"5541","Non","0","Non",116
"5542","Non","0","Non",134
"5543","Oui","0","Non",41
"5545","Oui","0","Oui",41
"5546","Oui","0","Non",41
"5547","Oui","0","Non",41
"5549","Oui","0","Non",31
"5550","Non","0","Non",31
"5551","Oui","0","Non",31
"5552","Oui","0","Non",31
"5553","Non","0","Non",33
"5554","Non","0","Non",33
"5555","Non","0","Non",33
"5556","Non","0","Non",33
"5558","Non","0","Non",48
"5560","Non","0","Non",91
"5561","Oui","1","Non",91
"5562","Oui","0","Non",91
"5563","Oui","0","Non",91
"5566","Non","0","Non",91
"5567","Oui","0","Non",91
"5568","Oui","0","Non",91
"5569","Non","0","Non",91
"5571","Non","0","Non",69
"5573","Oui","0","Non",69
"5574","Non","0","Non",34
"5575","Oui","0","Non",34
"5576","Oui","0","Non",64
"5577","Oui","0","Non",56
"5578","Oui","0","Non",40
"5580","Oui","0","Non",84
"5581","Oui","0","Non",35
"5582","Non","0","Non",35
"5583","Oui","0","Non",35
"5584","Non","0","Non",40
"5585","Non","0","Non",53
"5587","Oui","0","Non",46
"5588","Oui","0","Non",38
"5590","Non","0","Non",39
"5591","Oui","0","Non",39
"5592","Non","0","Non",77
"5594","Non","0","Non",63
"5595","Oui","0","Non",50
"5597","Oui","0","Non",44
"5598","Oui","0","Non",44
"5600","Oui","0","Non",62
"5601","Oui","0","Non",62
"5602","Oui","0","Oui",60
"5603","Oui","0","Non",60
"5604","Oui","0","Non",81
"5605","Oui","0","Non",55
"5606","Non","0","Non",55
"5607","Oui","1","Non",76
"5609","Oui","0","Non",40
"5611","Oui","0","Non",78
"5612","Oui","0","Non",56
"5613","Oui","0","Non",56
"5614","Non","0","Non",46
"5615","Oui","0","Non",39
"5616","Oui","0","Non",67
"5617","Oui","0","Non",100
"5618","Non","0","Non",37
"5620","Non","0","Non",37
"5621","Oui","0","Non",101
"5623","Oui","0","Non",62
"5624","Non","0","Non",62
"5625","Non","0","Non",62
"5626","Oui","0","Non",55
"5627","Oui","0","Non",75
"5628","Oui","0","Non",54
"5629","Oui","0","Non",54
"5630","Oui","0","Non",81
"5633","Oui","0","Non",99
"5634","Oui","0","Non",46
"5635","Non","0","Non",57
"5637","Oui","1","Non",186
"5638","Oui","0","Non",288
"5639","Non","0","Non",270
"5640","Oui","1","Oui",96
"5641","Oui","1","Non",714
"5643","Oui","2","Non",970
"5644","Non","0","Non",970
"5645","Oui","0","Non",970
"5646","Oui","0","Non",339
"5647","Non","0","Non",339
